SerialNo,Id,DeptSn,StateOfOrigin,Sex,Age,Engscore,Subj2,Subj2Score,Subj3,Subj3Score,Subj4,Subj4Score,TotalScore,F12tChoice,faculty,dept
596,4873,9,27,1,16,83,9,45,1,57,10,56,241,ABUJA,Faculty of Engineering,18
597,4874,10,30,1,18,74,9,45,1,60,10,61,240,ABUJA,Faculty of Engineering,18
598,4875,11,10,1,18,73,9,55,1,53,10,57,238,ABUJA,Faculty of Engineering,18
599,4876,12,30,1,19,66,9,64,1,57,10,49,236,ABUJA,Faculty of Engineering,18
600,4877,13,8,1,18,76,9,45,1,63,10,52,236,ABUJA,Faculty of Engineering,18
601,4878,14,24,1,17,69,9,55,1,55,10,57,236,ABUJA,Faculty of Engineering,18
602,4880,16,10,1,15,52,9,54,1,65,10,61,232,ABUJA,Faculty of Engineering,18
603,4881,17,14,1,20,65,9,59,1,57,10,51,232,ABUJA,Faculty of Engineering,18
604,4882,18,10,1,19,65,9,66,1,53,10,47,231,ABUJA,Faculty of Engineering,18
605,4884,20,4,1,21,58,9,61,1,63,10,47,229,ABUJA,Faculty of Engineering,18
606,4885,21,3,1,22,60,9,66,1,53,10,49,228,ABUJA,Faculty of Engineering,18
607,4886,22,7,1,16,48,9,71,1,53,10,56,228,ABUJA,Faculty of Engineering,18
608,4888,24,30,1,17,52,9,62,1,68,10,45,227,ABUJA,Faculty of Engineering,18
609,4889,25,32,1,18,72,9,55,1,48,10,52,227,ABUJA,Faculty of Engineering,18
610,4891,27,1,1,18,67,9,54,1,58,10,47,226,ABUJA,Faculty of Engineering,18
611,4892,28,9,1,18,71,9,57,1,55,10,42,225,ABUJA,Faculty of Engineering,18
612,4893,29,22,1,15,54,9,71,1,55,10,44,224,ABUJA,Faculty of Engineering,18
613,4894,30,27,1,19,51,9,61,1,58,10,54,224,ABUJA,Faculty of Engineering,18
614,4896,32,9,1,21,66,9,54,1,50,10,52,222,ABUJA,Faculty of Engineering,18
615,4902,38,11,1,16,53,9,64,1,52,10,51,220,ABUJA,Faculty of Engineering,18
616,4913,49,22,1,23,52,9,64,1,52,10,47,215,ABUJA,Faculty of Engineering,18
617,4919,55,2,1,16,53,9,57,1,52,10,52,214,ABUJA,Faculty of Engineering,18
618,4920,56,7,1,23,65,9,47,1,50,10,52,214,ABUJA,Faculty of Engineering,18
619,4926,62,18,1,25,45,9,45,1,53,10,68,211,ABUJA,Faculty of Engineering,18
620,4955,91,26,1,23,49,9,50,1,58,10,49,206,ABUJA,Faculty of Engineering,18
621,5122,1,22,1,20,89,2,98,9,71,10,69,327,ABUJA,BASIC MEDICAL SCIENCES,28
622,5123,2,4,1,19,82,2,98,9,94,10,51,325,ABUJA,BASIC MEDICAL SCIENCES,28
623,5124,3,7,2,18,71,2,95,9,81,10,45,292,ABUJA,BASIC MEDICAL SCIENCES,28
624,5125,4,29,2,20,79,2,92,9,54,10,66,291,ABUJA,BASIC MEDICAL SCIENCES,28
625,5126,5,23,1,18,58,2,98,9,62,10,71,289,ABUJA,BASIC MEDICAL SCIENCES,28
626,5127,6,14,1,19,64,2,66,9,97,10,56,283,ABUJA,BASIC MEDICAL SCIENCES,28
627,5128,7,14,1,19,81,2,69,9,64,10,66,280,ABUJA,BASIC MEDICAL SCIENCES,28
628,5129,8,28,2,19,64,2,94,9,69,10,52,279,ABUJA,BASIC MEDICAL SCIENCES,28
629,5130,9,16,1,17,65,2,98,9,55,10,61,279,ABUJA,BASIC MEDICAL SCIENCES,28
630,5131,10,30,1,18,52,2,86,9,87,10,54,279,ABUJA,BASIC MEDICAL SCIENCES,28
631,5132,11,28,1,21,84,2,94,9,50,10,49,277,ABUJA,BASIC MEDICAL SCIENCES,28
632,5133,12,29,1,20,54,2,98,9,64,10,61,277,ABUJA,BASIC MEDICAL SCIENCES,28
633,5134,13,23,2,19,54,2,98,9,66,10,59,277,ABUJA,BASIC MEDICAL SCIENCES,28
634,5135,14,16,2,17,72,2,62,9,69,10,73,276,ABUJA,BASIC MEDICAL SCIENCES,28
635,5136,15,30,2,19,67,2,87,9,50,10,71,275,ABUJA,BASIC MEDICAL SCIENCES,28
636,5137,16,4,2,16,79,2,71,9,61,10,63,274,ABUJA,BASIC MEDICAL SCIENCES,28
637,5138,17,7,2,18,80,2,94,9,47,10,52,273,ABUJA,BASIC MEDICAL SCIENCES,28
638,5139,18,14,1,26,43,2,98,9,76,10,56,273,ABUJA,BASIC MEDICAL SCIENCES,28
639,5140,19,23,1,18,57,2,77,9,48,10,90,272,ABUJA,BASIC MEDICAL SCIENCES,28
640,5141,20,7,1,16,64,2,98,9,54,10,56,272,ABUJA,BASIC MEDICAL SCIENCES,28
641,5142,21,18,1,25,67,2,98,9,50,10,56,271,ABUJA,BASIC MEDICAL SCIENCES,28
642,5143,22,30,2,20,69,2,79,9,67,10,56,271,ABUJA,BASIC MEDICAL SCIENCES,28
643,5144,23,13,1,17,47,2,87,9,83,10,54,271,ABUJA,BASIC MEDICAL SCIENCES,28
644,5145,24,26,2,17,47,2,81,9,80,10,63,271,ABUJA,BASIC MEDICAL SCIENCES,28
645,5146,25,7,2,16,44,2,98,9,78,10,51,271,ABUJA,BASIC MEDICAL SCIENCES,28
646,5147,26,7,1,23,72,2,67,9,73,10,59,271,ABUJA,BASIC MEDICAL SCIENCES,28
647,5148,27,23,2,19,56,2,98,9,54,10,63,271,ABUJA,BASIC MEDICAL SCIENCES,28
648,5149,28,3,2,17,81,2,77,9,57,10,54,269,ABUJA,BASIC MEDICAL SCIENCES,28
649,5150,29,7,1,20,53,2,62,9,61,10,93,269,ABUJA,BASIC MEDICAL SCIENCES,28
650,5151,30,1,2,16,62,2,81,9,69,10,57,269,ABUJA,BASIC MEDICAL SCIENCES,28
651,5153,32,18,1,18,73,2,95,9,43,10,57,268,ABUJA,BASIC MEDICAL SCIENCES,28
652,5154,33,10,1,17,64,2,98,9,52,10,54,268,ABUJA,BASIC MEDICAL SCIENCES,28
653,5155,34,22,1,22,69,2,81,9,61,10,56,267,ABUJA,BASIC MEDICAL SCIENCES,28
654,5157,36,30,1,16,80,2,64,9,59,10,63,266,ABUJA,BASIC MEDICAL SCIENCES,28
655,5159,38,4,1,17,64,2,84,9,78,10,40,266,ABUJA,BASIC MEDICAL SCIENCES,28
656,5161,40,22,1,19,62,2,81,9,71,10,51,265,ABUJA,BASIC MEDICAL SCIENCES,28
657,5164,43,16,2,17,55,2,74,9,71,10,64,264,ABUJA,BASIC MEDICAL SCIENCES,28
658,5165,44,25,1,19,52,2,98,9,62,10,51,263,ABUJA,BASIC MEDICAL SCIENCES,28
659,5166,45,14,1,19,51,2,98,9,62,10,52,263,ABUJA,BASIC MEDICAL SCIENCES,28
660,5167,46,23,1,15,56,2,61,9,78,10,68,263,ABUJA,BASIC MEDICAL SCIENCES,28
661,5172,51,13,1,17,81,2,64,9,55,10,63,263,ABUJA,BASIC MEDICAL SCIENCES,28
662,5174,53,18,2,15,81,2,72,9,64,10,45,262,ABUJA,BASIC MEDICAL SCIENCES,28
663,5177,56,9,2,17,66,2,84,9,54,10,57,261,ABUJA,BASIC MEDICAL SCIENCES,28
664,5180,59,7,2,17,75,2,48,9,67,10,71,261,ABUJA,BASIC MEDICAL SCIENCES,28
665,5181,60,12,2,17,89,2,72,9,57,10,42,260,ABUJA,BASIC MEDICAL SCIENCES,28
666,5184,63,25,1,23,75,2,77,9,59,10,49,260,ABUJA,BASIC MEDICAL SCIENCES,28
667,5190,69,11,1,17,54,2,84,9,64,10,57,259,ABUJA,BASIC MEDICAL SCIENCES,28
668,5191,70,28,1,16,79,2,74,9,55,10,51,259,ABUJA,BASIC MEDICAL SCIENCES,28
669,5193,72,15,1,19,81,2,64,9,52,10,61,258,ABUJA,BASIC MEDICAL SCIENCES,28
670,5195,74,11,1,21,72,2,59,9,73,10,54,258,ABUJA,BASIC MEDICAL SCIENCES,28
671,5197,76,27,2,18,64,2,87,9,43,10,63,257,ABUJA,BASIC MEDICAL SCIENCES,28
672,5205,84,2,1,17,71,2,76,9,50,10,59,256,ABUJA,BASIC MEDICAL SCIENCES,28
673,5209,88,31,2,18,62,2,82,9,50,10,61,255,ABUJA,BASIC MEDICAL SCIENCES,28
674,5216,95,6,1,17,47,2,94,9,57,10,57,255,ABUJA,BASIC MEDICAL SCIENCES,28
675,5221,100,2,2,22,75,2,57,9,61,10,61,254,ABUJA,BASIC MEDICAL SCIENCES,28
676,5240,119,37,1,21,82,2,67,9,50,10,52,251,ABUJA,BASIC MEDICAL SCIENCES,28
677,5301,180,9,1,19,70,2,59,9,59,10,57,245,ABUJA,BASIC MEDICAL SCIENCES,28
678,5312,191,26,1,16,55,2,71,9,50,10,68,244,ABUJA,BASIC MEDICAL SCIENCES,28
679,7263,1,4,2,21,78,2,51,9,52,10,75,256,ABUJA,Faculty of Veterinary Medicine,26
680,7264,2,14,2,16,53,2,86,9,66,10,51,256,ABUJA,Faculty of Veterinary Medicine,26
681,7265,3,4,2,44,47,2,64,9,74,10,63,248,ABUJA,Faculty of Veterinary Medicine,26
682,7266,4,7,1,17,51,2,84,9,59,10,52,246,ABUJA,Faculty of Veterinary Medicine,26
683,7267,5,22,1,21,58,2,71,9,54,10,49,232,ABUJA,Faculty of Veterinary Medicine,26
684,7268,6,9,1,16,69,2,67,9,45,10,49,230,ABUJA,Faculty of Veterinary Medicine,26
685,7269,7,16,2,18,66,2,51,9,54,10,57,228,ABUJA,Faculty of Veterinary Medicine,26
686,7270,8,29,2,21,56,2,43,9,54,10,73,226,ABUJA,Faculty of Veterinary Medicine,26
687,7271,9,4,2,18,56,2,61,9,57,10,49,223,ABUJA,Faculty of Veterinary Medicine,26
688,7272,10,3,2,16,66,2,53,9,47,10,56,222,ABUJA,Faculty of Veterinary Medicine,26
689,7273,11,14,1,22,53,2,64,9,48,10,57,222,ABUJA,Faculty of Veterinary Medicine,26
690,7274,12,4,1,19,55,2,53,9,50,10,64,222,ABUJA,Faculty of Veterinary Medicine,26
691,7275,13,27,2,16,57,2,53,9,54,10,57,221,ABUJA,Faculty of Veterinary Medicine,26
692,7276,14,22,1,18,64,2,56,9,52,10,49,221,ABUJA,Faculty of Veterinary Medicine,26
693,7277,15,30,2,16,60,2,57,9,54,10,49,220,ABUJA,Faculty of Veterinary Medicine,26
694,7278,16,37,2,19,71,2,53,9,47,10,49,220,ABUJA,Faculty of Veterinary Medicine,26
695,7279,17,14,1,17,49,2,59,9,55,10,56,219,ABUJA,Faculty of Veterinary Medicine,26
696,7280,18,29,2,26,57,2,56,9,52,10,52,217,ABUJA,Faculty of Veterinary Medicine,26
697,7281,19,7,1,21,56,2,57,9,54,10,49,216,ABUJA,Faculty of Veterinary Medicine,26
698,7282,20,16,1,18,63,2,53,9,45,10,54,215,ABUJA,Faculty of Veterinary Medicine,26
699,7283,21,31,2,24,58,2,54,9,48,10,54,214,ABUJA,Faculty of Veterinary Medicine,26
700,7284,22,22,2,21,51,2,57,9,52,10,54,214,ABUJA,Faculty of Veterinary Medicine,26
701,7285,23,5,1,24,67,2,46,9,48,10,52,213,ABUJA,Faculty of Veterinary Medicine,26
702,7286,24,29,1,16,55,2,59,9,45,10,54,213,ABUJA,Faculty of Veterinary Medicine,26
703,7288,26,22,2,18,60,2,49,9,45,10,56,210,ABUJA,Faculty of Veterinary Medicine,26
704,7289,27,18,2,17,58,2,41,9,59,10,51,209,ABUJA,Faculty of Veterinary Medicine,26
705,7290,28,18,1,17,56,2,57,9,48,10,47,208,ABUJA,Faculty of Veterinary Medicine,26
706,7291,29,37,2,19,58,2,53,9,48,10,49,208,ABUJA,Faculty of Veterinary Medicine,26
707,7292,30,7,2,18,43,2,54,9,55,10,54,206,ABUJA,Faculty of Veterinary Medicine,26
708,7293,31,37,2,19,62,2,41,9,54,10,49,206,ABUJA,Faculty of Veterinary Medicine,26
709,7294,32,34,1,17,58,2,43,9,55,10,49,205,ABUJA,Faculty of Veterinary Medicine,26
710,7295,33,5,1,21,53,2,46,9,47,10,59,205,ABUJA,Faculty of Veterinary Medicine,26
711,7297,35,4,1,21,45,2,56,9,47,10,56,204,ABUJA,Faculty of Veterinary Medicine,26
712,7298,36,28,1,21,57,2,31,9,69,10,45,202,ABUJA,Faculty of Veterinary Medicine,26
713,7301,39,14,1,21,63,2,44,9,45,10,49,201,ABUJA,Faculty of Veterinary Medicine,26
714,7303,41,31,2,25,53,2,44,9,55,10,47,199,ABUJA,Faculty of Veterinary Medicine,26
715,7304,42,23,1,24,41,2,61,9,54,10,42,198,ABUJA,Faculty of Veterinary Medicine,26
716,7305,43,30,2,19,62,2,56,9,36,10,44,198,ABUJA,Faculty of Veterinary Medicine,26
717,7338,1,16,2,24,72,2,69,9,67,10,54,262,ABUJA,Faculty of Science,9
718,7340,3,29,2,17,53,2,94,9,52,10,54,253,ABUJA,Faculty of Science,9
719,7341,4,30,1,25,69,2,56,9,62,10,59,246,ABUJA,Faculty of Science,9
720,7342,5,37,1,20,62,2,79,9,47,10,56,244,ABUJA,Faculty of Science,9
721,7343,6,28,2,21,56,2,52,9,75,10,60,243,ABUJA,Faculty of Science,9
722,7344,7,7,1,20,52,2,71,9,45,10,69,237,ABUJA,Faculty of Science,9
723,7345,8,13,2,21,73,2,56,9,52,10,56,237,ABUJA,Faculty of Science,9
724,7346,9,7,1,28,55,2,54,9,48,1,80,237,ABUJA,Faculty of Science,9
725,7347,10,1,2,19,72,2,62,9,43,10,59,236,ABUJA,Faculty of Science,9
726,7348,11,18,1,26,75,2,67,9,47,1,42,231,ABUJA,Faculty of Science,9
727,7349,12,12,2,19,58,2,66,9,55,10,51,230,ABUJA,Faculty of Science,9
728,7351,14,16,1,19,49,2,69,9,59,1,52,229,ABUJA,Faculty of Science,9
729,7353,16,16,1,19,62,2,76,9,41,10,47,226,ABUJA,Faculty of Science,9
730,7354,17,30,2,18,64,2,54,9,61,10,47,226,ABUJA,Faculty of Science,9
731,7355,18,25,1,20,62,2,48,9,52,10,64,226,ABUJA,Faculty of Science,9
732,7356,19,7,2,17,47,2,67,9,59,10,52,225,ABUJA,Faculty of Science,9
733,7357,20,29,2,19,48,2,77,9,48,10,52,225,ABUJA,Faculty of Science,9
734,7358,21,13,2,20,58,2,57,9,59,10,49,223,ABUJA,Faculty of Science,9
735,7359,22,29,2,19,70,2,44,9,52,10,57,223,ABUJA,Faculty of Science,9
736,7360,23,14,2,19,54,2,62,9,54,1,53,223,ABUJA,Faculty of Science,9
737,7361,24,19,1,19,52,2,74,9,48,1,47,221,ABUJA,Faculty of Science,9
738,7362,25,9,1,19,60,2,57,9,57,1,47,221,ABUJA,Faculty of Science,9
739,7363,26,25,1,23,61,2,64,9,54,10,42,221,ABUJA,Faculty of Science,9
740,7364,27,7,1,21,53,2,61,9,55,10,51,220,ABUJA,Faculty of Science,9
741,7365,28,36,1,21,58,2,46,9,50,10,66,220,ABUJA,Faculty of Science,9
742,7367,30,8,1,20,44,2,62,9,59,10,54,219,ABUJA,Faculty of Science,9
743,7368,31,29,1,24,45,2,69,9,54,10,51,219,ABUJA,Faculty of Science,9
744,7371,34,4,2,25,57,2,48,9,54,10,59,218,ABUJA,Faculty of Science,9
745,7372,35,16,2,17,66,2,46,9,54,10,52,218,ABUJA,Faculty of Science,9
746,7373,36,12,2,21,54,2,56,9,52,10,56,218,ABUJA,Faculty of Science,9
747,7374,37,10,2,17,55,2,62,9,45,10,56,218,ABUJA,Faculty of Education,6
748,7375,38,37,1,20,61,2,62,9,50,10,45,218,ABUJA,Faculty of Science,9
749,7377,40,27,2,23,47,2,79,9,43,10,49,218,ABUJA,Faculty of Science,9
750,7379,42,3,2,20,57,2,49,9,57,10,54,217,ABUJA,Faculty of Science,9
751,7380,43,11,2,20,53,2,61,9,52,10,51,217,ABUJA,Faculty of Science,9
752,7382,45,22,1,21,57,2,57,9,48,10,54,216,ABUJA,Faculty of Science,9
753,7384,47,25,1,22,56,2,54,9,54,10,52,216,ABUJA,Faculty of Science,9
754,7385,48,37,2,19,55,2,54,9,55,10,51,215,ABUJA,Faculty of Education,4
755,7389,52,29,1,20,53,2,59,9,48,10,54,214,ABUJA,Faculty of Science,9
756,7390,53,14,1,20,64,2,51,9,50,10,49,214,ABUJA,Faculty of Science,9
757,7391,54,22,1,18,61,2,57,9,54,10,42,214,ABUJA,Faculty of Science,9
758,7393,56,32,2,18,72,2,54,9,45,10,42,213,ABUJA,Faculty of Science,9
759,7394,57,7,2,20,46,2,62,9,54,10,51,213,ABUJA,Faculty of Science,9
760,7395,58,4,2,21,62,2,49,9,50,10,52,213,ABUJA,Faculty of Science,9
761,7396,59,7,2,19,57,2,62,9,45,10,49,213,ABUJA,Faculty of Science,9
762,7398,61,28,1,19,54,2,56,9,47,10,54,211,ABUJA,Faculty of Science,9
763,7399,62,19,2,26,66,2,46,9,45,10,54,211,ABUJA,Faculty of Science,9
764,7403,66,23,2,22,56,2,62,9,41,10,51,210,ABUJA,Faculty of Science,9
765,7404,67,35,1,19,49,2,71,9,45,10,45,210,ABUJA,Faculty of Science,9
766,7415,78,30,2,17,71,2,54,9,47,1,35,207,ABUJA,Faculty of Science,9
767,7420,83,20,1,20,52,2,44,9,57,1,53,206,ABUJA,Faculty of Science,9
768,7421,84,8,1,20,58,2,46,9,45,10,57,206,ABUJA,Faculty of Education,4
769,7430,93,34,1,22,64,2,41,9,50,1,50,205,ABUJA,Faculty of Science,9
770,7433,96,1,1,20,47,2,46,9,64,10,47,204,ABUJA,Faculty of Science,9
771,7435,98,11,2,23,57,2,46,9,54,10,47,204,ABUJA,Faculty of Science,9
772,7445,108,25,1,24,54,2,53,9,50,10,45,202,ABUJA,Faculty of Science,9
773,7447,110,8,1,20,49,2,49,9,48,10,56,202,ABUJA,Faculty of Science,9
774,7451,114,36,2,24,52,2,43,9,50,10,56,201,ABUJA,Faculty of Education,4
775,7456,119,23,2,18,44,2,54,9,52,10,51,201,ABUJA,Faculty of Science,9
776,7457,120,18,2,20,58,2,44,9,47,10,51,200,ABUJA,Faculty of Science,9
777,7490,153,31,2,18,54,2,41,9,43,10,57,195,ABUJA,Faculty of Science,9
778,7502,165,9,2,20,52,2,46,9,40,10,56,194,ABUJA,Faculty of Science,9
779,7504,167,2,2,21,45,2,51,9,48,1,50,194,ABUJA,Faculty of Science,9
780,7520,183,15,1,18,36,2,54,9,48,10,54,192,ABUJA,Faculty of Science,9
781,7711,1,16,1,19,65,9,85,1,78,10,83,311,ABUJA,Faculty of Science,10
782,7712,2,4,2,20,67,9,66,1,80,10,73,286,ABUJA,Faculty of Science,10
783,7713,3,16,1,19,83,6,86,1,45,10,57,271,ABUJA,Faculty of Science,10
784,7715,5,14,1,19,58,9,90,1,55,10,64,267,ABUJA,Faculty of Science,10
785,7716,6,35,2,17,67,9,59,1,73,10,68,267,ABUJA,Faculty of Science,10
786,7717,7,10,1,17,71,9,50,1,55,10,88,264,ABUJA,Faculty of Science,10
787,7718,8,22,1,21,91,6,60,1,55,10,56,262,ABUJA,Faculty of Science,10
788,7719,9,12,2,18,73,2,79,1,58,10,49,259,ABUJA,Faculty of Science,10
789,7720,10,12,1,23,61,9,64,1,63,10,71,259,ABUJA,Faculty of Science,10
790,7721,11,30,1,17,57,9,59,1,63,10,78,257,ABUJA,Faculty of Science,10
791,7722,12,14,1,18,99,9,50,1,48,10,59,256,ABUJA,Faculty of Science,10
792,7723,13,16,1,17,54,2,69,1,73,10,59,255,ABUJA,Faculty of Science,10
793,7724,14,12,1,22,91,9,57,1,57,10,49,254,ABUJA,Faculty of Science,10
794,7725,15,16,1,23,53,9,88,1,50,10,63,254,ABUJA,Faculty of Science,10
795,7726,16,12,2,19,60,2,77,9,50,1,65,252,ABUJA,Faculty of Science,9
796,7727,17,10,1,19,62,9,78,1,57,10,54,251,ABUJA,Faculty of Science,10
797,7728,18,12,1,21,84,9,50,1,53,10,63,250,ABUJA,Faculty of Science,10
798,7729,19,16,2,24,61,2,71,1,52,10,64,248,ABUJA,Faculty of Science,10
799,7730,20,27,1,23,56,6,65,1,60,10,66,247,ABUJA,Faculty of Science,10
800,7731,21,13,1,22,54,9,67,1,67,10,59,247,ABUJA,Faculty of Science,10
801,7732,22,10,1,18,64,2,84,1,43,10,56,247,ABUJA,Faculty of Science,10
802,7733,23,4,1,19,82,9,61,1,53,10,51,247,ABUJA,Faculty of Science,10
803,7734,24,16,1,18,46,9,78,1,65,10,57,246,ABUJA,Faculty of Science,10
804,7735,25,18,1,22,62,2,84,1,65,10,35,246,ABUJA,Faculty of Science,10
805,7736,26,10,1,23,58,2,84,1,58,10,45,245,ABUJA,Faculty of Science,10
806,7737,27,13,1,22,51,9,57,1,65,10,71,244,ABUJA,Faculty of Science,10
807,7738,28,22,2,19,54,2,74,1,52,10,64,244,ABUJA,Faculty of Science,10
808,7739,29,14,1,22,54,2,84,1,55,10,51,244,ABUJA,Faculty of Science,10
809,7740,30,7,1,20,62,2,66,1,60,10,56,244,ABUJA,Faculty of Science,10
810,7741,31,12,1,19,73,9,57,1,52,10,61,243,ABUJA,Faculty of Science,10
811,7742,32,19,1,19,84,9,54,1,52,10,52,242,ABUJA,Faculty of Education,4
812,7744,34,7,1,24,56,9,85,1,47,10,54,242,ABUJA,Faculty of Science,10
813,7745,35,3,1,16,78,9,48,1,60,10,56,242,ABUJA,Faculty of Education,4
814,7748,38,23,1,19,72,9,55,1,57,10,56,240,ABUJA,Faculty of Science,10
815,7752,42,13,2,23,82,9,48,1,58,10,52,240,ABUJA,Faculty of Science,10
816,7755,45,31,1,16,83,9,40,1,47,10,69,239,ABUJA,Faculty of Science,10
817,7757,47,22,1,16,69,9,54,1,52,10,63,238,ABUJA,Faculty of Science,10
818,7758,48,17,1,20,66,9,92,1,37,10,42,237,ABUJA,Faculty of Science,10
819,7759,49,8,1,24,55,2,71,1,47,10,64,237,ABUJA,Faculty of Science,10
820,7760,50,37,1,17,70,6,53,1,63,10,51,237,ABUJA,Faculty of Science,10
821,7765,55,9,1,24,56,2,77,1,43,10,61,237,ABUJA,Faculty of Science,10
822,7768,58,23,1,23,57,9,66,1,55,10,56,234,ABUJA,Faculty of Science,10
823,7782,72,31,1,21,71,9,52,1,50,10,59,232,ABUJA,Faculty of Science,10
824,7793,83,37,1,19,52,9,66,1,58,10,54,230,ABUJA,Faculty of Science,10
825,7794,84,7,1,21,52,9,67,1,57,10,54,230,ABUJA,Faculty of Science,24
826,7800,90,18,2,19,53,2,74,9,54,1,48,229,ABUJA,Faculty of Science,10
827,7810,100,25,2,17,67,2,56,1,52,10,52,227,ABUJA,Faculty of Science,10
828,7826,116,2,1,19,63,9,59,1,47,10,56,225,ABUJA,Faculty of Science,10
829,8667,1,14,1,27,81,4,61,1,60,10,52,254,ABUJA,Faculty of Science,17
830,8668,2,3,1,30,58,4,53,1,65,10,63,239,ABUJA,Faculty of Science,17
831,8669,3,27,1,22,48,9,40,1,89,10,57,234,ABUJA,Faculty of Science,17
832,8671,5,37,1,23,53,4,50,1,60,10,61,224,ABUJA,Faculty of Science,17
833,8672,6,28,1,23,49,9,61,1,63,10,49,222,ABUJA,Faculty of Science,17
834,8673,7,18,1,20,44,2,71,9,54,1,53,222,ABUJA,Faculty of Science,17
835,8674,8,37,1,24,55,6,53,1,55,10,57,220,ABUJA,Faculty of Science,17
836,8675,9,11,2,18,52,9,52,1,52,10,61,217,ABUJA,Faculty of Science,17
837,8676,10,34,2,18,56,9,48,1,52,10,59,215,ABUJA,Faculty of Science,17
838,8677,11,18,1,24,47,9,50,1,63,10,51,211,ABUJA,Faculty of Science,17
839,8678,12,29,1,24,48,9,43,1,67,10,51,209,ABUJA,Faculty of Science,17
840,8679,13,18,1,18,49,6,54,1,53,10,52,208,ABUJA,Faculty of Social Science,14
841,8680,14,12,1,31,55,9,41,1,62,10,49,207,ABUJA,Faculty of Science,17
842,8681,15,10,1,29,64,9,57,1,48,10,37,206,ABUJA,Faculty of Science,17
843,8682,16,9,1,20,46,9,55,1,43,10,59,203,ABUJA,Faculty of Science,17
844,8683,17,30,1,26,56,9,41,1,53,10,51,201,ABUJA,Faculty of Science,17
845,8684,18,30,1,24,51,9,45,1,48,10,56,200,ABUJA,Faculty of Science,17
846,8685,19,16,1,21,51,9,43,1,52,10,51,197,ABUJA,Faculty of Science,17
847,8686,20,18,1,27,49,9,43,1,52,10,52,196,ABUJA,Faculty of Science,17
848,8688,22,25,2,19,42,9,47,1,47,10,59,195,ABUJA,Faculty of Science,17
849,8689,23,12,1,21,56,9,48,1,53,10,37,194,ABUJA,Faculty of Science,17
850,8690,24,7,1,21,45,9,52,1,52,10,45,194,ABUJA,Faculty of Science,17
851,8694,28,8,1,22,47,2,51,1,45,10,45,188,ABUJA,Faculty of Science,17
852,8695,29,29,1,18,56,9,47,1,42,10,42,187,ABUJA,Faculty of Science,17
853,8696,30,22,1,22,57,9,47,1,38,10,45,187,ABUJA,Faculty of Science,17
854,8697,31,22,1,17,38,9,34,1,53,10,61,186,ABUJA,Faculty of Science,17
855,8698,32,25,1,30,20,9,52,1,60,10,54,186,ABUJA,Faculty of Science,17
856,8699,33,37,1,26,46,9,38,1,55,10,47,186,ABUJA,Faculty of Science,17
857,8700,34,30,1,21,56,9,43,1,42,10,44,185,ABUJA,Faculty of Science,17
858,8701,35,26,1,19,49,9,47,1,35,10,54,185,ABUJA,Faculty of Science,17
859,8702,36,11,1,26,66,9,46,1,40,10,32,184,ABUJA,Faculty of Science,17
860,8703,37,22,2,20,62,11,38,1,36,10,44,180,ABUJA,Faculty of Science,17
861,8704,38,14,1,22,48,9,45,1,48,10,39,180,ABUJA,Faculty of Science,17
862,9944,1,16,1,23,74,9,50,1,48,10,51,223,ABUJA,Faculty of Science,20
863,9945,2,12,1,24,55,9,48,1,52,10,63,218,ABUJA,Faculty of Science,20
864,9946,3,11,1,28,64,9,41,1,48,10,61,214,ABUJA,Faculty of Science,20
865,9947,4,2,1,19,54,9,45,1,52,10,61,212,ABUJA,Faculty of Science,20
866,9949,6,18,1,18,48,9,50,1,53,10,59,210,ABUJA,Faculty of Science,20
867,9950,7,11,1,26,56,9,40,1,53,10,61,210,ABUJA,Faculty of Science,20
868,9951,8,37,1,24,57,9,59,1,42,10,52,210,ABUJA,Faculty of Science,20
869,9952,9,18,2,19,46,2,54,1,50,10,57,207,ABUJA,Faculty of Science,20
870,9954,11,4,1,20,53,9,41,1,43,10,64,201,ABUJA,Faculty of Science,20
871,9956,13,25,1,18,48,2,67,1,40,10,45,200,ABUJA,Faculty of Science,20
872,9958,15,23,1,19,46,9,47,1,48,10,57,198,ABUJA,Faculty of Science,20
873,9959,16,22,1,26,44,9,52,1,57,10,45,198,ABUJA,Faculty of Science,20
874,9960,17,19,1,24,56,9,44,1,46,10,52,198,ABUJA,Faculty of Science,20
875,9961,18,31,2,18,49,2,53,1,53,10,39,194,ABUJA,Faculty of Science,20
876,9962,19,22,1,19,53,9,52,1,45,10,44,194,ABUJA,Faculty of Science,20
877,9964,21,22,1,30,62,9,47,1,55,10,28,192,ABUJA,Faculty of Science,20
878,9966,23,10,1,17,42,9,50,1,55,10,44,191,ABUJA,Faculty of Science,24
879,9967,24,18,1,24,47,6,43,1,47,10,54,191,ABUJA,Faculty of Science,20
880,9968,25,13,1,20,46,9,38,1,56,10,50,190,ABUJA,Faculty of Science,20
881,9969,26,7,1,22,49,9,52,1,50,10,39,190,ABUJA,Faculty of Science,20
882,9970,27,2,1,21,52,9,43,1,45,10,49,189,ABUJA,Faculty of Science,20
883,9972,29,18,1,22,41,9,48,1,48,10,52,189,ABUJA,Faculty of Science,20
884,9974,31,22,1,22,47,2,49,1,47,10,45,188,ABUJA,Faculty of Science,20
885,9975,32,22,1,21,44,2,41,1,57,10,45,187,ABUJA,Faculty of Education,6
